,afatinib_up,dasatinib_up,gefitinib_up,imatinib_up
FAM59A,0.2201625850175805,1.0,0.4276488212784505,1.0
TANK,1.0,0.3592795941792435,1.0,1.0
"GCOM2, POLR2M",0.0734050382709099,0.165221319008529,0.0903770987388691,1.0
ADNP,1.0,1.0,0.489357847293221,1.0
NCL,1.0,1.0,1.0,0.445539021238417
ATP7A,1.0,0.412422206928511,1.0,1.0
AHNAK,0.274682885505155,0.3059943973671442,0.2804150218708284,1.0
DGCR2,0.417374549848676,0.258654205674811,1.0,1.0
EXOC8,0.368144736757121,0.339751505001499,1.0,1.0
LIMK2,1.0,0.45931344163702,1.0,1.0
NDUFS8,1.0,1.0,0.471324437126289,1.0
AUP1,0.308026376114902,0.321357335522958,1.0,1.0
CD2AP,0.2769307226498051,0.2847568584384493,0.3034092604054283,0.1785884521846479
NOP56,1.0,1.0,0.493287581019478,1.0
ZNF295,1.0,0.479887088155907,1.0,1.0
JUND,0.480001915973488,1.0,1.0,1.0
PJA2,0.280250010979254,1.0,1.0,1.0
FUS,0.309878705088527,0.144054900075371,0.32310821468816,1.0
KIF16B,1.0,0.528319281870377,1.0,1.0
SYTL2,0.452543404743537,1.0,0.325767125809785,1.0
WDHD1,1.0,1.0,0.471040225489901,1.0
MAP4K4,0.407930059368189,1.0,0.309156034603558,1.0
TAF15,1.0,0.395240898897769,1.0,1.0
STAG2,1.0,0.485628252786445,1.0,1.0
LENG8,1.0,1.0,0.437479486041081,1.0
STK10,0.377523612471092,0.5179600975816302,0.340305306944314,1.0
PPP1R13L,0.2381561766976287,0.318774692694432,0.2289297238721734,1.0
KAT7,0.415633044105864,1.0,0.497462300549914,1.0
C10orf54,0.306546459818146,0.3868074537140176,1.0,1.0
CTNNB1,1.0,0.18493382311811,1.0,1.0
FAM117B,0.0,1.0,1.0,1.0
ALDOA,1.0,0.556086624639251,1.0,1.0
NECAP2,0.342036253749281,0.405905312481979,0.3338876315458145,1.0
EZR,0.184550719471115,0.2624764579932819,1.0,1.0
"HCK, LYN",1.0,0.2777062704879105,1.0,1.0
MTDH,0.2547685825846272,0.2497912930451686,1.0,1.0
CTTNBP2NL,0.450252008329031,0.402480698778251,1.0,1.0
SMG1,0.2009112125649685,0.285916204908907,1.0,1.0
MYC,1.0,0.3719130756344422,0.468428864939349,1.0
ARHGAP35,0.213701918739155,0.3185755372225906,0.2327434943158572,1.0
PNPLA6,0.1699731663430677,0.139479174648689,0.454616811316929,1.0
GABPA,0.3047489480497785,1.0,0.343739525435931,1.0
USP8,1.0,0.42584435947302,1.0,1.0
SNRK,1.0,0.572992752109417,1.0,1.0
MAP2,0.146784744739597,1.0,0.257495620720206,1.0
SRSF5,1.0,1.0,1.0,0.4663281364016695
TRIP12,1.0,1.0,0.239335022504265,1.0
POLD3,0.2228273215678535,0.339718553552317,1.0,1.0
XRN2,1.0,1.0,1.0,0.498371955423538
DNAJC30,0.4194389695201025,1.0,0.4126889618821883,1.0
RAVER1,0.3103075963774797,0.499266972316542,0.3779194510563705,0.204854327247129
"SACS, TPR",0.0734218138244213,1.0,0.112677632592738,1.0
ANLN,0.334149713927484,1.0,1.0,1.0
"PDXDC1, PDXDC2P",0.3089771758810319,1.0,0.288544521339968,1.0
XPO1,0.377038880048639,0.354376221671328,1.0,1.0
ATP5B,1.0,0.359166782001978,1.0,1.0
ANXA1,1.0,0.2105274500098115,1.0,1.0
NDRG3,0.2360204086559077,1.0,0.3014219827110172,1.0
LAD1,0.2078749921907121,0.3750947082701571,0.2166666166678646,1.0
MPP7,1.0,0.0409573114040154,1.0,1.0
PRKCD,1.0,0.1917790426112635,1.0,1.0
"RAB11FIP1, RAB11FIP2",1.0,1.0,0.0931684505465018,1.0
BCAR3,0.230458323289161,0.198755085647958,0.1691839015379965,1.0
AHNAK2,0.2662085598311557,0.4170481217190378,0.2403833222795749,1.0
ARHGAP11A,0.274378275060675,0.331297175513953,1.0,1.0
HNRNPM,0.392734507148009,0.462972780144562,1.0,1.0
MTSS1L,1.0,0.4740052965142427,1.0,1.0
STMN1,0.4111412228806005,0.3744341092446928,0.468637218845303,1.0
TALDO1,1.0,1.0,0.258714723967082,1.0
SRSF3,1.0,1.0,0.46217132632829,1.0
IGF2R,0.3843838378685167,0.397986526865802,0.4024660350688817,1.0
LRCH3,1.0,1.0,0.308157072363807,1.0
CBX5,1.0,1.0,0.440647485938378,1.0
REPS1,0.304952515949996,0.2434570442402175,0.325218880473148,1.0
PLEKHA4,1.0,1.0,1.0,0.0
RPL37A,1.0,0.118399910003448,1.0,1.0
CCDC6,0.4479107541486407,0.43253790880027,1.0,1.0
WDR20,1.0,1.0,0.375682190029092,1.0
RICTOR,1.0,1.0,0.457331239770065,1.0
MPRIP,0.491301709284326,0.574832168678018,1.0,1.0
PLEKHG3,0.3854094791407254,0.4272213410346324,0.3507699389291867,1.0
TCEB3,0.081241613940733,0.277098323019779,0.1099271203434075,1.0
BTBD10,0.2936666256965354,0.411626928140075,0.330442957977925,1.0
SAV1,1.0,0.58796891047881,1.0,1.0
RTN3,0.354601732976777,0.4230933297812557,1.0,1.0
PPFIBP2,0.339736049194593,0.3614971432508865,0.4634169170320035,1.0
PURB,1.0,0.19054823517913,1.0,1.0
CDKL5,1.0,0.549027341335435,1.0,1.0
U2SURP,1.0,0.292189774852881,1.0,1.0
MICAL3,0.4667382369964913,0.482609123046611,0.4550914783948908,1.0
CLTC,1.0,0.346819824940572,1.0,1.0
PSIP1,1.0,1.0,1.0,0.490700060769804
EML3,0.4060315921545,0.458356827910516,0.438539717487632,1.0
STRN4,0.2543492646176835,0.411011478603261,0.2714539188447233,1.0
LCMT1,0.1511120945388979,0.198009920243517,0.1766424622044665,1.0
BAHD1,0.335592361280485,1.0,1.0,1.0
UPF1,1.0,0.465280065157066,1.0,1.0
ANKHD1,0.3419997329259239,1.0,1.0,1.0
PRRC2A,0.457213761445193,0.38522178182634,0.4384161776980438,1.0
FAM176A,1.0,1.0,0.386925745954459,1.0
ABI1,1.0,0.2471831391026897,0.441980530973018,0.184661084571144
TRAF2,1.0,0.198263044528333,1.0,1.0
EPB41L1,0.301381232711933,0.3910109997707,0.2710399390240685,1.0
ARHGEF16,1.0,0.442055767747751,1.0,1.0
MAPRE1,0.220245171964141,0.289149126885087,0.1083556156547412,1.0
JUN,1.0,0.4432734294753635,1.0,1.0
DDX17,0.3134281644264727,0.4253171226982903,0.4112082273234882,1.0
MTUS1,0.3862570055858216,1.0,0.3978875611313853,1.0
C20orf43,0.3240134285824183,1.0,0.371209189834272,1.0
MARVELD3,1.0,0.491196036394747,1.0,1.0
ARHGEF10,0.3581675273472949,0.286971726791232,1.0,1.0
CFL1,1.0,0.3616680275321225,1.0,1.0
"TMCC2, TMCC3",1.0,1.0,0.435698104333646,1.0
RAB21,1.0,1.0,0.430021148331326,1.0
OTUD1,1.0,0.4349163633413163,1.0,1.0
CNOT2,0.322852631668105,0.407178935022064,1.0,1.0
PRKAA1,0.461313425073105,1.0,1.0,1.0
IRAK1,1.0,0.329952545526449,1.0,1.0
LYN,1.0,0.0483526656308883,1.0,1.0
VCL,0.489933015688286,1.0,1.0,1.0
EXOSC10,0.450218153918155,1.0,1.0,1.0
FLNA,1.0,1.0,0.0969765593666576,1.0
KIF20B,0.39740492085893,0.46477640999966,1.0,1.0
RNPEP,1.0,0.255372048413522,1.0,1.0
LMNA,1.0,0.4268635108567939,1.0,1.0
"MLL5, SRSF3",1.0,0.342044153757662,1.0,1.0
IWS1,0.2159992898991684,0.3641297987793372,0.2279211115329094,0.49664157095252
AKNA,0.224406275113818,1.0,0.287489473256584,1.0
RGS12,0.266620705830892,1.0,0.383687979357652,1.0
DCTN2,1.0,0.343293313942006,1.0,1.0
GTSF1,1.0,0.236630023283615,1.0,1.0
TBC1D4,0.420951007514046,0.344249791134925,0.4499662074954514,1.0
CDC42EP4,0.344744455160685,0.396263992348032,0.4092186104253853,1.0
SRSF6,0.361397159042304,1.0,1.0,1.0
SRXN1,1.0,0.57474437094977,1.0,1.0
CAV1,1.0,1.0,0.368498089963087,1.0
AKAP13,0.361642910939251,0.3743947039131006,0.30413629997126,1.0
TUT1,0.468278253466219,1.0,1.0,1.0
ZNF211,0.349303272796439,1.0,1.0,1.0
ELF4,1.0,0.394771898034488,1.0,1.0
RPL4,1.0,0.327762207590053,1.0,1.0
DCP1B,1.0,0.562141599988408,1.0,1.0
GTF2I,0.4414319990322257,0.351133313631594,0.341979828863506,1.0
MYO5B,0.462105109701254,0.465945355962915,0.48558960640416,1.0
RBM27,0.311993628735504,0.43726961051989,1.0,1.0
RBM5,0.3943141575676345,0.473068295569902,0.406096289768678,1.0
RPL13,1.0,0.295717459144328,1.0,1.0
TOM1,0.344892960703137,1.0,1.0,1.0
SEMA4B,0.4154077394443407,0.3689819632115192,0.4460132288315385,1.0
GOLGA4,0.3983604341012605,1.0,1.0,1.0
PCM1,0.3938914808909093,0.4566660836054197,1.0,1.0
MAP3K11,1.0,1.0,0.3835419580550709,1.0
BCL7C,1.0,0.34493840941048,1.0,1.0
CHEK1,0.1682867585339513,0.387805317683373,0.1847191090687105,1.0
MAP7D3,1.0,1.0,0.381124431876972,1.0
CNOT4,1.0,1.0,0.4204748063712,1.0
FAM134C,1.0,1.0,1.0,0.264797912073385
"TAGLN2, TAGLN3",1.0,0.178641085361032,1.0,1.0
GAPVD1,0.445122071959365,0.4429373169516223,0.431297557696752,1.0
ZC3H13,1.0,0.279300343746906,0.1908184696149715,1.0
BCLAF1,1.0,0.252287791081022,1.0,1.0
MLL2,1.0,0.4335464791668905,1.0,1.0
SART1,0.488075838144045,0.461362263301712,0.4569056577310185,1.0
PPP1R18,0.3824744283625187,0.2259512934048442,1.0,1.0
SRGAP1,1.0,0.397463866553033,1.0,1.0
TBK1,1.0,0.437746072622415,1.0,1.0
C10orf118,1.0,1.0,1.0,0.490612628927909
KIAA0528,0.345372883232638,1.0,0.386740249071784,1.0
SHB,1.0,0.249199260438411,1.0,1.0
CHD4,0.3993981552742435,1.0,0.361987732076014,1.0
PFKFB2,0.4074794604616365,0.329431185813629,0.4267597332520515,1.0
CCDC132,0.32904461729511,1.0,0.441194713759263,1.0
ARHGAP21,0.2875905831512562,0.4058906362681922,0.2686779729227784,1.0
FASN,0.182776543564402,0.219799022993617,0.1375016493022456,1.0
CD46,1.0,0.3511216037905055,1.0,1.0
ARHGEF35,1.0,0.409508398030908,1.0,1.0
ZFP36L1,0.369687865382089,0.33059850129607,0.421608579403605,1.0
ULK1,1.0,0.4300993529612,1.0,1.0
FOXO3,0.3024555193693242,0.3749394779671592,0.3663115905967966,1.0
ALDH16A1,0.25254302121752,1.0,1.0,1.0
MON1A,0.297717299074033,1.0,1.0,1.0
PDCD4,0.2953795212388432,0.369246118147737,0.3015013438078062,1.0
NOSIP,0.416993262274044,0.394020220478865,1.0,1.0
SH2D3A,0.439152949512678,1.0,1.0,1.0
SMG8,0.276731990052261,0.322788930250611,1.0,1.0
MKI67IP,0.445012428599391,1.0,1.0,1.0
POGZ,0.270611736205694,1.0,0.376575770902054,1.0
NFIL3,1.0,0.494520715506841,1.0,1.0
ITPKB,0.1280831109906723,0.325165745878192,0.1049981387609284,1.0
SERBP1,0.2594726519750636,1.0,1.0,1.0
CCDC9,0.431669408505927,1.0,0.439558557433741,1.0
YTHDF2,1.0,0.476952625931192,1.0,1.0
TBC1D2,0.390230968436401,0.4726354141602444,0.438364228341826,1.0
CRTC3,1.0,0.4238760635688416,0.29078256594958,1.0
DNAJB1,0.2694859601073255,0.3067906015579465,1.0,1.0
NGDN,1.0,0.482041960831366,0.439931199278346,1.0
MAPKBP1,1.0,0.24387785442189,1.0,1.0
QSER1,0.385835572468045,0.316958649569499,1.0,1.0
PTK2B,1.0,0.184551081254184,1.0,1.0
EVI5,0.3971016831607085,1.0,1.0,1.0
SYMPK,0.388494390330283,0.432237621568601,1.0,1.0
MADD,0.3570395855057885,0.3644442740740503,0.3569248381271115,1.0
DOCK9,0.294322428196848,0.37772976223843,1.0,1.0
BBX,0.466900957495315,1.0,1.0,1.0
ACSM2A,1.0,1.0,1.0,0.378599769140515
"ERBB2, HIVEP1, TET1",0.39150637336789,1.0,1.0,1.0
COBLL1,0.44505214903507,0.4786659318982105,1.0,1.0
RANBP1,1.0,0.3989878840751145,1.0,1.0
SPATS2L,0.3624794071881165,1.0,0.307478797189486,1.0
ANKRD17,0.1213358606754052,0.431104046840508,0.1623357387502589,1.0
ESRP1,0.365070325017137,1.0,1.0,1.0
CTNND1,0.2781365023758985,0.3904028489642541,0.2949127738720068,1.0
NR3C1,0.128364524994791,0.354468511393889,1.0,1.0
CHD2,1.0,1.0,1.0,0.392056128630602
EPB41,1.0,0.0790137739899208,1.0,1.0
RGNEF,0.3910175573178885,0.476834454063622,0.4681031750842077,1.0
BAG3,0.4270538890959747,1.0,0.393764229338288,1.0
MLL,0.398239305323516,1.0,0.429923543806456,1.0
GPSM2,0.483703229690285,1.0,1.0,1.0
"JUN, JUND",1.0,0.493612489844823,1.0,1.0
CDK13,0.3722513423431165,0.3794181468628715,0.414262593741858,1.0
NCOA3,0.376844034617429,0.497044508133874,1.0,1.0
CTR9,1.0,0.498604915280077,1.0,1.0
RPL21,1.0,0.237741701010397,1.0,1.0
EPPK1,0.144832308379743,1.0,1.0,1.0
SRCAP,0.3194041720397755,0.299739242232096,0.3789659048181911,1.0
AKAP11,0.4185191217174955,1.0,1.0,1.0
SPAG9,0.315381987843882,0.441027146499261,0.423408442554918,1.0
BRD2,0.3042173191458566,0.2404340768605843,1.0,1.0
PNN,0.372264146449815,0.35026916606047,0.457727728622191,1.0
ZFP36,0.2274147215945782,0.3835907946772698,0.278963618926952,1.0
EPB49,1.0,0.441830562887089,1.0,1.0
RARA,1.0,1.0,0.131611559380592,1.0
ZC3HAV1,0.372539156910782,0.417925956191423,0.353018767501658,1.0
EIF4ENIF1,0.3398752199894482,0.3606031462150394,0.350167430763041,1.0
HSPA4,1.0,0.2597160246620044,1.0,1.0
DUOX1,0.426170511015734,0.481381920887741,1.0,1.0
EIF4EBP1,0.3247778368414233,1.0,0.309356316987377,1.0
PKP1,1.0,0.2393999310227605,1.0,1.0
RPTOR,0.408914383565313,1.0,1.0,1.0
CYLD,1.0,0.466788188828486,1.0,1.0
ANGPT4,1.0,0.187051514818589,1.0,1.0
PHACTR4,0.263166828869168,0.3693066763111149,0.2416562797666332,1.0
ATL2,1.0,0.472464294285395,1.0,1.0
HMGN1,1.0,0.426645587497718,1.0,1.0
TTC39B,0.1642706387817564,0.462803978743173,0.1448252136328919,1.0
FLII,0.45918706006532,1.0,0.486173031092824,1.0
HAUS6,1.0,0.421142532610042,1.0,1.0
CELSR1,0.433194605683131,1.0,1.0,1.0
WAC,0.481124180032539,1.0,1.0,1.0
FMN1,0.296603376866671,1.0,1.0,1.0
EPHA1,1.0,1.0,0.391157211747786,1.0
PRPF4B,1.0,1.0,0.412244039141161,1.0
MKL2,0.2260418142882448,0.2754783629905901,0.15878393973856,1.0
LYST,1.0,0.391362637450396,1.0,1.0
RSL1D1,0.305870410412728,1.0,1.0,1.0
CEP68,0.291409342925412,1.0,1.0,1.0
MAPK1,0.1409900654481952,0.0940889682650019,0.1335410616585104,1.0
ACIN1,0.244363220638438,0.3030455285872629,0.2670280346480982,1.0
HEATR5A,1.0,1.0,0.301366159204499,1.0
USP37,0.32233877246981,1.0,1.0,1.0
GRB2,1.0,1.0,1.0,0.0
NUP50,0.2897583899024882,0.4501089103898461,0.2373558770297705,1.0
KDM3B,0.4031593604314887,0.4521578771531541,0.4358655778357029,1.0
TMEM55B,0.452537942096824,0.419640023890685,0.4432105607633559,1.0
MCMBP,0.4441196068411724,1.0,1.0,1.0
ARHGAP5,0.3480381049914459,0.3732018057838455,0.347329845912457,1.0
MICALL2,0.47847791530355,1.0,0.498633010143404,1.0
ZZZ3,1.0,1.0,0.46388211111695,1.0
ARHGAP29,0.47521865034968,0.362049846076125,1.0,1.0
AHDC1,0.3437898363099103,1.0,0.4246574910183787,1.0
IFI16,1.0,0.0,1.0,1.0
LNPEP,1.0,0.19362369793932,1.0,1.0
TEX2,1.0,0.393657909464785,0.422671460854083,1.0
KIF5C,0.275392669314321,1.0,1.0,1.0
"GATA2, GATA3",1.0,0.373484392312835,1.0,1.0
VIM,1.0,0.445893096995479,1.0,1.0
IQSEC1,0.2913106307609715,0.2743241707763,0.3476106131817,1.0
C2CD2L,1.0,0.399596448947937,1.0,1.0
PHF3,1.0,0.2832358210891362,1.0,1.0
OSBP,1.0,0.553180691051287,1.0,1.0
RAB12,1.0,1.0,0.492909466600506,1.0
RNF169,0.3235512364273633,0.3803189210350326,1.0,1.0
PRPF3,1.0,0.35050758630076,1.0,1.0
ERBB2,0.4310092823252585,0.3549560084812875,0.2935955614126485,1.0
EFHD2,1.0,0.388447461849632,0.4552684655175265,1.0
SPEN,0.404349063572228,0.455140094935138,1.0,1.0
FRK,1.0,0.1359343306703271,1.0,1.0
BCAR1,1.0,0.3567156338012855,1.0,1.0
CDC42SE1,1.0,0.383524234688224,1.0,1.0
GRIP1,0.4611622020687846,1.0,0.46986239686913,1.0
MYO18A,1.0,0.57608874430022,1.0,1.0
SKA3,1.0,1.0,1.0,0.493597993592406
ARFGAP1,0.347541967974977,1.0,0.344437996203646,1.0
RAB11FIP1,0.398474905332338,0.494103703649293,1.0,1.0
ZMYND8,0.3464141403034483,0.399272879854216,0.3065026845799045,1.0
MBD1,0.482639722113528,1.0,1.0,1.0
RIPK2,0.3603043037458395,0.4672961236827665,1.0,1.0
"ABL1, ABL2",1.0,0.265592260948197,1.0,0.3053593382592755
C18orf25,0.4178782885791695,1.0,0.4480787872879925,1.0
UBASH3B,0.2515391107805265,0.3806327003863955,1.0,1.0
TNS3,0.2323000601690422,0.3360429344604105,0.2433133036001061,1.0
RPL29,1.0,0.37181488696823,1.0,1.0
ADD3,1.0,1.0,0.316398990012439,1.0
PHC1,0.36215148868697,0.4343451462534566,0.489798609842135,1.0
SPTY2D1,0.194937760060992,0.339867228239728,0.231217999574985,1.0
CELF1,1.0,0.47329903789518,1.0,1.0
LRP1,1.0,1.0,0.430294693624592,1.0
SYNRG,1.0,0.480838673426027,1.0,1.0
R3HDM2,1.0,0.286246065550427,1.0,1.0
MICALCL,1.0,0.3802101889566215,0.3698822846658606,1.0
RAD21,1.0,0.511068551430686,1.0,1.0
FAM171A1,1.0,0.538754482446665,1.0,1.0
C5orf30,1.0,1.0,0.494654337832818,1.0
ETV5,1.0,0.580416732545713,1.0,1.0
CCDC88A,1.0,0.5322286185208496,0.453643849424762,1.0
CABIN1,1.0,1.0,0.435801563961062,1.0
SPRR1A,0.491841560925301,1.0,0.4807201012265255,1.0
HTATSF1,0.4264492843962714,0.4277843115888003,1.0,1.0
UNG,1.0,1.0,0.46811215055882,1.0
RBM33,0.382765703866589,1.0,0.314585465401926,1.0
TRA2A,0.3752796942278509,0.50017211112679,1.0,0.481204407475499
LSR,1.0,0.553945024173672,0.4365013953143435,1.0
PHIP,1.0,1.0,1.0,0.471792462490351
ERF,0.3707712622280731,0.3433156588031823,0.3192641218558558,0.482299434022171
TRIP10,1.0,0.571640540048956,1.0,1.0
KIAA1967,1.0,0.4251690604302095,1.0,1.0
ZNF511,0.483782092642494,1.0,1.0,1.0
CLASP2,0.3909599390309199,1.0,0.417179357207698,1.0
ZC3H11A,0.3460679596346663,0.4150074217426558,0.396906895341983,1.0
MICAL1,1.0,1.0,0.212370271425905,1.0
NCOR1,0.46073775846107,1.0,1.0,1.0
TAB3,1.0,0.448863304105122,1.0,1.0
PI4KB,0.455268765335955,1.0,1.0,1.0
SCEL,0.4130965542646917,0.4123100994377585,0.4076358861701141,1.0
LRRC47,1.0,1.0,0.490024392639604,1.0
ZC3H4,1.0,0.596976320519337,1.0,1.0
PAWR,0.2660807797683368,1.0,0.394102596120676,1.0
PLEKHN1,0.3160688506944113,0.460055950590555,0.3613618928342323,1.0
SIX4,0.2418430881863715,1.0,0.176985627301899,1.0
ABCC2,1.0,1.0,0.361026611756972,1.0
PXN,0.2957571513728668,0.2666584659084809,0.3555247790963943,1.0
RMI1,0.428025112583098,1.0,1.0,1.0
ABCC4,1.0,1.0,0.416833956594671,1.0
SGK223,1.0,0.4266044187455702,1.0,1.0
ARHGEF2,0.3656041817678925,0.4620174430916552,1.0,1.0
"GAGE1, GAGE12F, GAGE12G, GAGE12I, GAGE4, GAGE7",1.0,0.499131123221612,1.0,1.0
LYAR,0.4082492975694807,0.4502197672607407,0.4118154927422258,1.0
CLIP2,0.150212777563858,1.0,1.0,1.0
FIP1L1,0.401796304300211,1.0,1.0,1.0
NCOR2,0.356207715666977,0.3873786343236253,0.263095138419771,1.0
PKP3,0.495987410641202,0.2549625300570677,0.417162631139501,1.0
MAP2K2,0.327121959257115,0.310432280628292,1.0,1.0
LIMCH1,1.0,1.0,0.394002314089273,1.0
COIL,0.395342473684893,0.4317396338526275,0.452371839622097,1.0
NUP153,0.3229636317832614,0.4374302804714571,0.3645438237182525,1.0
FAM83A,0.2088539844013646,1.0,0.331155870927555,1.0
SRGAP3,1.0,1.0,0.416385726417006,1.0
"CCNY, CCNYL1",1.0,0.463805436324951,1.0,1.0
KIAA1109,0.33017944724314,0.368590868882581,1.0,1.0
FRS2,0.3800391344369015,1.0,1.0,1.0
CCDC86,0.1265409243872221,0.250283576860021,0.1027481999436041,1.0
PBRM1,1.0,0.437306418364137,1.0,1.0
MLLT4,0.2676760758830612,0.320086249754963,0.1218773050567163,1.0
CNKSR1,1.0,0.491348616781791,0.461001018148381,1.0
TAF9,0.415735431688379,0.450032271571723,1.0,1.0
BSCL2,0.387423479124648,1.0,1.0,1.0
GRB7,1.0,0.4469336978479225,1.0,1.0
DCAF10,1.0,1.0,0.495117057822347,1.0
KIF13B,1.0,0.538332970816676,1.0,1.0
CNKSR3,1.0,0.294295346167308,1.0,1.0
FYB,1.0,0.369894071966938,1.0,1.0
E2F8,1.0,1.0,0.481346033554749,1.0
PLEKHA5,1.0,1.0,0.330066552134477,1.0
MORC2,0.2801089082043148,0.3377038823439125,0.2678599917970657,1.0
HSP90AB1,1.0,0.249299530885712,1.0,1.0
CDCA2,0.433817883207613,1.0,1.0,1.0
TBC1D15,0.3650553897677235,1.0,0.448852244727457,1.0
RASA1,1.0,0.4090457033065789,1.0,1.0
TMF1,0.360102017564084,0.375501863643073,0.356977431224768,1.0
CIRBP,1.0,0.309563580728612,1.0,1.0
EEF2,1.0,0.360993343228985,1.0,1.0
RBBP6,1.0,0.595593604606114,1.0,1.0
OTUD4,0.119767055506033,1.0,0.156308341928905,1.0
ARHGEF1,0.0867130393194504,1.0,0.1557114429950126,1.0
ITPR3,0.381756614472872,1.0,1.0,1.0
MYO10,1.0,0.384743137727736,1.0,1.0
MICALL1,0.1405932035091679,1.0,0.134453869767087,1.0
TSC22D3,1.0,0.492448842657574,1.0,1.0
EPHA2,0.1455385465037693,0.2616853699820314,0.1885780684586312,1.0
FAM111A,0.35870701067613,1.0,0.339192396135002,1.0
ZNF395,0.214002178012329,0.449544006339184,1.0,1.0
RPS14,1.0,0.3781962106674166,1.0,1.0
PCNT,0.300748520570665,1.0,0.285290540299568,1.0
PTPN3,0.3210327748990986,0.356876288389543,0.219677606607766,1.0
STAU2,0.498169339647657,1.0,0.413004111011319,1.0
ZNF721,1.0,1.0,0.184844309478543,1.0
RAB3GAP2,0.325657504997038,1.0,1.0,1.0
GTSE1,0.1628539458593505,1.0,0.254363325469777,1.0
CDC42EP3,0.452256756257116,1.0,0.45251598953037,1.0
ATXN3,1.0,0.344387181733641,1.0,1.0
EFCAB7,0.467085587924965,1.0,0.395468335254388,1.0
PPP6R1,1.0,0.558190719890162,1.0,1.0
KIAA1598,1.0,0.486191797359845,1.0,1.0
ZFYVE16,1.0,0.408135337171365,1.0,1.0
AZI1,0.2373364139546045,0.549876519715648,0.244327499885204,1.0
EPS15,0.3904294587975004,0.3925842422320575,1.0,1.0
PATL1,0.39574380219597,0.4199443709939571,0.4149466413235465,1.0
HNRNPA2B1,1.0,0.314939956618614,1.0,1.0
AKAP12,1.0,0.461251042922094,1.0,1.0
TCF20,0.314680323225972,0.434651941288807,1.0,1.0
ZBTB7A,1.0,0.408367083104746,1.0,1.0
MAST4,1.0,1.0,0.45986489341624,1.0
WASL,1.0,0.2418218817083644,1.0,1.0
ARHGEF10L,0.459065582948513,1.0,1.0,1.0
UBR4,0.360758311172527,1.0,0.425677782384251,1.0
CRCT1,1.0,0.484650783570486,1.0,1.0
ASCC2,0.3024691410614905,1.0,0.3114837419291834,1.0
NPRL3,1.0,0.381766458054543,1.0,1.0
CUEDC1,0.466462441644005,1.0,1.0,1.0
MARK2,0.345449508312172,1.0,0.28815556726328,1.0
DVL3,0.4053406520952536,1.0,0.444352888197745,1.0
