,AZD-8055,Dactolisib,Dasatinib,MK-2206,Nintedanib,Mirdametinib,Pictilisib,Refametinib,Selumetinib,Staurosporine,Tideglusib
TOP2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.09876619657395,1.0
MEF2A,1.0,1.0,2.57030883320422,1.0,1.0,1.0,1.0,1.0,1.0,1.71992324494528,1.0
TRIM9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67363179117197,1.0
PARD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8272562833729848,1.0
PNISR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.50508555684858,1.0
SLMAP,1.0,1.7446331920754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TWISTNB,1.0,1.0,2.06497564434379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C2orf68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.53488783190394,1.0
OSBPL8,1.77779260651737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTPS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2617202713068925,1.0
NOP58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.01674220260474,1.0
KHSRP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.78731735883914,1.0
MYH9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6835339819641137,1.0
RSL1D1,1.0,1.0,1.7213111834896668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRRC2A,1.0,1.0,2.35706908938734,1.87565299268555,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PI4KB,1.0,1.0,2.08396443613376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TOR1AIP1,1.0,1.0,1.67991696476191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"FYN, LCK, SRC, YES1",1.0,1.0,2.0824903271082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LIN9,1.0,1.947535774479545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGAP12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.68860354690162,1.0
HIST1H1D,1.0,1.0,1.0,1.0,1.66066028594927,1.0,1.0,1.0,1.0,1.0,1.0
MLF1,1.0,1.87954377539511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.89562873577474,1.0
KIF22,1.0,1.0,2.3309715372944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF609,1.0,1.0,2.92512646415943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DYNC1LI1,1.0,1.0,1.88429906037416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MORC2,1.0,1.0,2.176817107836725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ESCO2,1.0,1.0,2.90445254324354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEPT7,1.0,1.0,1.0,2.04415610347653,1.0,1.0,1.0,1.0,2.04415610347653,1.0,1.0
ZFHX3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.66298315045327,1.0
CALCOCO2,1.0,1.0,1.0,2.924407379,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MIER1,1.0,1.0,3.22877423472436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRA2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4219849775977,1.0
ZC3H14,1.0,1.77420618184352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TUT1,1.0,1.817972259417505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CEP170,1.0,1.0,1.7362723890239833,2.3539805495,1.0,1.0,1.0,1.0,1.0,2.03524494593112,1.0
"ZBTB41, ZNF281, ZNF439, ZNF572, ZNF69, ZNF845, ZNF846, ZSCAN5B",1.0,1.0,1.96044602459042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RRP1,1.0,1.0,1.96838985084938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATAD5,1.0,1.76319209916797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDC42BPB,1.0,1.69652506853111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TJP1,1.0,1.0,2.410174773761005,1.0,1.0,2.18415940792133,1.0,1.0,1.0,2.18337874562895,1.0
MARCKS,1.0,1.6995577251795,1.773617665322066,1.0,1.0,1.0,1.0,1.0,1.0,1.75489506563237,1.0
KIAA1468,1.0,1.0,1.0,1.90194542184635,1.0,1.0,1.0,1.0,1.0,2.09460077501918,1.0
UBE2E2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.80727212800876,1.0
NOP56,1.0,1.0,1.0,1.0,1.0,1.0,1.7006501778096,1.0,1.0,2.07883035625479,1.0
SLC16A1,1.0,1.67994277062998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.71223622391446
MORC3,1.0,2.29086721189778,2.0295581374954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RASAL2,1.0,1.0,2.14725533847464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C17orf75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.69878310796286,1.70806827376324
CDK11B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.77896206839878,1.0
GIGYF1,1.0,2.02078084643664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.78379812492711,1.0
ZC3H4,1.0,1.0,1.80748799852861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ANKRD11,1.0,1.93825354903522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC4A7,1.0,1.0,1.91862348307312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"KLF6, ZNF14, ZNF143, ZNF160, ZNF180, ZNF329, ZNF432, ZNF434, ZNF513, ZNF554, ZNF572, ZNF577, ZNF606, ZNF672, ZNF79",1.0,1.0,1.70860421796331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RANBP2,1.0,1.0,2.44750425123479,1.0,1.0,1.0,1.0,1.0,1.0,3.37760104253311,1.0
FUNDC2,1.0,1.90023069765158,1.0,1.79418266399876,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CBL,1.0,2.0621865748088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLCB4,1.0,2.00682938552644,1.0,1.0,1.0,1.0,1.0,1.79536143285064,1.0,1.0,1.0
SCML2,1.0,1.0,3.12818515050587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPTBN1,1.0,1.0,2.72008602472461,2.7638995474285712,1.0,1.0,1.0,1.0,2.65189880860424,2.999775208689202,1.0
HAT1,1.0,1.0,4.62560110684706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9583951921448168,1.0
TRIP10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.12106038763095,1.0
RSRC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.94023336202554,1.0
"AJAP1, CDK11A, CDK11B",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8953680908277,1.0
NIPBL,1.0,1.93170586174246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BRD7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.36535025501308,1.0
AIM1,1.0,1.0,3.26578477229766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C22orf15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.81916477017146,1.0
FAM129B,1.0,1.0,2.8387947029206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"RBBP6, SRSF3",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.08917575424605,1.0
STX8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7017383473974,1.0
"POM121, POM121C, POMZP3",1.0,1.0,1.68368121715364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EIF5B,1.0,1.0,1.71156307839009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EEF1B2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.68937869690866,1.0
RB1CC1,1.0,1.0,1.0,2.200615712,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPS6KA3,1.74137588342998,2.76002744558184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KIAA0284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.382621847201923,1.0
DDX23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.03854828041996,1.0
RNPS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.86501531116128,1.0
"CAMK2A, CAMK2D",1.0,1.0,1.86107246841493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"FAM21A, FAM21B",1.0,1.86682196132476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COL4A3BP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.45381271039312,1.0
DDX24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8483266142903767,1.0
RAD23A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.69095527087736,1.0
ACAP3,1.0,1.0,2.29517433860816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MYBBP1A,1.0,1.0,1.7733319108339625,2.21436131257753,1.0,1.0,1.0,1.0,2.21436131257753,1.0,1.0
SRRM2,1.0,1.0,2.84619881144405,1.0,1.82174852616703,1.0,2.02433747097872,1.0,1.0,2.554662858100095,1.0
NCOR2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.998271224161526,1.0
SET,1.0,1.0,2.392065384229735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM195A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.94789777814572,1.0
ZFYVE16,1.0,1.94390117437824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PHC1,1.0,2.3782355303843747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGAP1,1.0,1.70454373539072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CEP55,1.0,1.87276786678478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"MAP4K4, MINK1, TNIK",1.0,1.0,1.0,1.0,1.82611800078004,1.0,1.0,1.0,1.0,1.90353108235244,1.0
RPS6,2.48039020432936,2.15173108637854,2.32770885494723,2.72434714928653,1.0,2.13692415829666,1.0,1.0,1.0,1.0,1.0
ZNF185,1.0,1.0,6.10950324443186,1.0,1.0,1.0,1.0,1.0,1.0,1.68399600404868,1.0
CELF1,1.0,1.0,2.57330682187976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TOM1L2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.543328988912361,1.0
HNRNPUL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8208420489349524,1.0
YTHDC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.95401943740736,1.0
SHROOM3,1.0,1.0,2.477800064150775,1.0,1.0,1.0,1.0,1.0,1.0,1.84634649838888,1.0
YLPM1,1.0,1.0,1.0,1.0,1.0,1.79347620224632,1.0,1.0,1.0,1.0,1.0
PLD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.979653646547,1.0
TANK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.23445247422187,1.0
MEF2D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.39356356456946,1.0
RERE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.12938245217907,1.0
EDC4,1.0,1.0,2.18931286749315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TPPP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.06400386213773,1.79091387504314,1.0
CCDC9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.86096427209058,1.0
LIMK1,1.0,1.0,1.96359474153068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM83G,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.26468466096069,1.0
EXOC4,1.0,2.09828549041325,1.0,1.746719736942817,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FBXO38,1.0,1.80955334679308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SFSWAP,1.0,1.0,3.83613977888568,1.0,1.0,1.0,1.0,1.0,1.0,1.81954394211389,1.0
MYH10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.88885002017064,1.0
TMUB1,1.0,1.0,1.67372680122663,1.0,1.71345885376783,1.0,1.0,1.0,1.0,1.0,1.0
BCL3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.506181736655865,1.0
PAK2,1.0,1.0,2.12783319259383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PEBP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67499806909439,1.0
VPS18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.87632289023333
SRSF1,1.0,1.0,1.0,1.0,1.0,1.0,1.91454303811524,1.0,1.0,2.09109350659262,1.0
EGFR,1.0,1.0,1.0,1.0,1.0,2.400243012953,1.0,1.0,1.0,1.0,1.0
SUPT6H,1.0,1.0,2.67189595581356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDI2,1.0,2.1782816112118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLU7,1.0,1.0,2.60173037246336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SRGAP1,1.0,1.0,2.24541956785726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VCL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.667601338929005,1.0
KRT18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.80855086062804,1.0
PARF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.89086756197994,1.0
LYSMD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.28986363773716,1.0
BAG2,1.0,2.16345593756442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARHGAP35,1.0,1.8784779087608725,1.0,2.782532371,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DHX36,1.0,1.67240813789565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EIF4G1,2.7953773499759924,2.565058775685194,1.85643093042026,2.1225302017965,2.079124265149023,1.0,3.0813741948956666,1.0,1.0,1.79922694820756,1.0
RAP1GAP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.86029430059967,1.0
SMARCAD1,1.0,1.70020124048638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BOD1L1,2.19072302619777,2.55883295859351,1.0,1.0,1.0,1.0,1.70175568706465,1.0,1.0,1.884897829236385,1.0
GATAD2B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.310179573203095,1.0
ANP32B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85939736560679,1.0
BCL9L,2.1128264077987,3.40236875751057,1.0,1.0,1.0,1.0,1.8220791877325548,1.0,1.0,2.82339554606604,1.0
PIK3R4,1.0,1.0,2.14333433572761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72527419268597,1.0
ATP5B,1.0,1.0,1.0,3.960293623,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATP1A1,1.0,1.0,1.790408855212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC9A1,1.0,1.71275542778091,1.0,2.55828679,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARFGAP1,1.0,1.0,1.71159785600221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RANBP1,1.0,1.0,3.3517789317682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDX17,1.0,1.7034583844636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TCEAL3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.90590778003194,1.0
FAM83D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.59666799008875,1.0
NOC2L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.81092889062629,1.0
KIAA0319L,1.0,1.98165160584343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PML,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.81472285702979,1.0
GCLC,1.0,1.0,1.0,1.68400278623976,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DPYSL3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.69802495775878,1.0
HSPA5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.48683408774483,1.0
FKBP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.82885161226406,1.0
UBE2O,1.0,1.71960465690586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BDP1,1.0,1.82104405875344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AHNAK,1.7824935417897,2.1713850676835427,3.4182305460551605,2.3492090316,1.727433874889535,1.0,1.6885752754678,2.13936009305831,2.01030423622501,3.062331940353658,1.0
MYCBP2,1.0,1.0,2.64296735126715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCRIB,1.0,1.96560816522686,1.0,2.092490925,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPN13,1.0,1.0,2.92330771747511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RHBDF2,1.0,1.0,2.53046001086632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMF1,1.0,1.0,1.0,2.193198727,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BNIP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.78028637159257,1.0
SCD,1.0,1.0,1.66462623451469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDK12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.721575267060578,1.0
TSC2,1.73592234137543,1.0,1.0,1.0,1.0,1.0,1.75742471409733,1.0,1.0,2.27063092377978,1.0
CD97,1.0,1.89152119853471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WDR44,1.0,1.0,1.72278069974386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATE1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.24430047632797,1.0
AKT1S1,2.377757084179385,2.0658206942679063,2.47260771219133,3.232354617,1.0,1.0,2.79538734154565,1.0,2.35919119020897,2.03138005857873,1.0
ASAP1,1.0,1.0,2.46771902465316,1.0,1.0,1.0,1.0,1.0,1.0,1.85319595015214,1.0
MTMR6,1.0,2.44837385863069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AZI1,1.0,1.0,1.0,2.046321675,1.0,1.0,1.0,1.0,1.0,1.67314142135895,1.0
PLCB3,1.0,3.73412437584254,1.0,1.0,1.0,1.0,1.0,3.71508227434221,1.0,1.0,1.0
HSPB1,1.0,2.239021547217555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.31064861296495,1.0
DYNC1I2,1.0,1.0,1.0,2.23886257093295,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KDM3B,1.0,1.842714653188015,1.0,2.7485094695,1.0,1.0,1.0,1.0,1.0,1.73031502016988,1.0
PER1,1.0,1.0,2.13751945614032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPL28,1.0,1.0,4.11170784658069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"LLGL1, LLGL2",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.717572327522305,1.0
PPHLN1,1.0,1.0,1.6726747905121,1.0,1.0,1.0,1.0,1.0,1.0,2.36180516768716,1.0
XRCC6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.86311634197912,1.0
CDK13,1.0,1.0,2.57334521729782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IL1A,1.0,1.0,2.788626741926844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLASP2,1.0,1.0,1.0,2.02607163271263,1.0,1.0,1.0,1.0,2.02607163271263,4.88764035301839,1.0
OSBPL6,1.0,1.92465422345423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD2BP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.72062232664028,1.0
EIF4ENIF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.901744829486315,1.0
GAS2L1,1.0,1.66011627437407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ERBB2,1.0,1.0,3.0761027011339874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TPR,1.0,1.87436628335466,1.0,2.6033680610000003,1.0,1.0,1.68308429553201,1.0,1.0,1.0,1.0
TJP2,1.0,1.0,2.03098821871029,1.0,1.0,1.0,1.0,1.0,1.0,1.709477167453865,1.0
"TRA2A, TRA2B",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.10549133032366,1.0
FLNA,1.0,1.0,2.02753576274181,2.460817028,1.0,1.0,1.0,1.0,1.0,1.0,1.0
